segment_id	segment_text	sutta	section_num	segment_num	collection	sutta_num	title
cp21:3.4	so successful and prosperous.’	cp21	3	4	cp	21	Yudhañjaya’s Conduct
cp21:4.1	The King and the Queens,	cp21	4	1	cp	21	Yudhañjaya’s Conduct
cp21:4.2	with the citizens of town and country,	cp21	4	2	cp	21	Yudhañjaya’s Conduct
cp21:4.3	cried pitifully,	cp21	4	3	cp	21	Yudhañjaya’s Conduct
cp21:4.4	as I renounced unconcerned.	cp21	4	4	cp	21	Yudhañjaya’s Conduct
cp21:5.1	Kingship over the entire earth,	cp21	5	1	cp	21	Yudhañjaya’s Conduct
cp21:5.2	family, retinue, and fame—	cp21	5	2	cp	21	Yudhañjaya’s Conduct
cp21:5.3	I gave them up without a second thought,	cp21	5	3	cp	21	Yudhañjaya’s Conduct
cp21:5.4	because it was solely for awakening.	cp21	5	4	cp	21	Yudhañjaya’s Conduct
cp21:6.1	I had no dislike of my parents,	cp21	6	1	cp	21	Yudhañjaya’s Conduct
cp21:6.2	nor did I dislike the great fame.	cp21	6	2	cp	21	Yudhañjaya’s Conduct
cp21:6.3	But because omniscience is precious to me,	cp21	6	3	cp	21	Yudhañjaya’s Conduct
cp21:6.4	that is why I renounced kingship.”	cp21	6	4	cp	21	Yudhañjaya’s Conduct
cp22:1.1	“Then again when I was	cp22	1	1	cp	22	Somanassa’s Conduct
cp22:1.2	in Indapatta, the capital city,	cp22	1	2	cp	22	Somanassa’s Conduct
cp22:1.3	I was a loved and cherished child	cp22	1	3	cp	22	Somanassa’s Conduct
cp22:1.4	renowned as Vissuta.	cp22	1	4	cp	22	Somanassa’s Conduct
cp22:2.1	I was ethical, full of good qualities,	cp22	2	1	cp	22	Somanassa’s Conduct
cp22:2.2	of fine and eloquent speech,	cp22	2	2	cp	22	Somanassa’s Conduct
cp22:2.3	honoring elders, conscientious,	cp22	2	3	cp	22	Somanassa’s Conduct
cp22:2.4	and expert in the methods of inclusiveness.	cp22	2	4	cp	22	Somanassa’s Conduct
cp22:3.1	Now there was this charlatan renunciant	cp22	3	1	cp	22	Somanassa’s Conduct
cp22:3.2	who was favored by the king.	cp22	3	2	cp	22	Somanassa’s Conduct
cp22:3.3	He made a living by cultivating	cp22	3	3	cp	22	Somanassa’s Conduct
cp22:3.4	and orchard and flowering shrubs.	cp22	3	4	cp	22	Somanassa’s Conduct
cp22:4.1	Seeing he was a charlatan,	cp22	4	1	cp	22	Somanassa’s Conduct
cp22:4.2	like a pile of chaff without grain,	cp22	4	2	cp	22	Somanassa’s Conduct
cp22:4.3	like a hollow tree,	cp22	4	3	cp	22	Somanassa’s Conduct
cp22:4.4	like a plantain tree with no core, I thought:	cp22	4	4	cp	22	Somanassa’s Conduct
cp22:5.1	‘There is no good in him,	cp22	5	1	cp	22	Somanassa’s Conduct
cp22:5.2	he has strayed from asceticism.	cp22	5	2	cp	22	Somanassa’s Conduct
cp22:5.3	He has left the bright qualities of conscience	cp22	5	3	cp	22	Somanassa’s Conduct
cp22:5.4	for the sake of making a living.	cp22	5	4	cp	22	Somanassa’s Conduct
cp22:6.1	Then the borders were disturbed	cp22	6	1	cp	22	Somanassa’s Conduct
cp22:6.2	by wild frontier savages.	cp22	6	2	cp	22	Somanassa’s Conduct
cp22:6.3	Before going to put an end to it,	cp22	6	3	cp	22	Somanassa’s Conduct
cp22:6.4	my father instructed me:	cp22	6	4	cp	22	Somanassa’s Conduct
cp22:7.1	‘My dear, do not neglect	cp22	7	1	cp	22	Somanassa’s Conduct
cp22:7.2	the matted-hair ascetic of severe penance.	cp22	7	2	cp	22	Somanassa’s Conduct
cp22:7.3	He is the granter of our wishes,	cp22	7	3	cp	22	Somanassa’s Conduct
cp22:7.4	give him all he desires.’	cp22	7	4	cp	22	Somanassa’s Conduct
cp22:8.1	I went then to serve him,	cp22	8	1	cp	22	Somanassa’s Conduct
cp22:8.2	and said the following.	cp22	8	2	cp	22	Somanassa’s Conduct
cp22:8.3	‘I hope you are well, householder.	cp22	8	3	cp	22	Somanassa’s Conduct
cp22:8.4	Is there anything I can bring for you?’	cp22	8	4	cp	22	Somanassa’s Conduct
cp22:9.1	At that he was upset with me,	cp22	9	1	cp	22	Somanassa’s Conduct
cp22:9.2	that prideful charlatan.	cp22	9	2	cp	22	Somanassa’s Conduct
cp22:9.3	‘I’ll have you killed right now!	cp22	9	3	cp	22	Somanassa’s Conduct
cp22:9.4	Or banished from the realm!’	cp22	9	4	cp	22	Somanassa’s Conduct
cp22:10.1	After putting an end to the border conflict,	cp22	10	1	cp	22	Somanassa’s Conduct
cp22:10.2	the king said to the charlatan,	cp22	10	2	cp	22	Somanassa’s Conduct
cp22:10.3	‘I hope you’re keeping well, sir,	cp22	10	3	cp	22	Somanassa’s Conduct
cp22:10.4	and honors were served you?’	cp22	10	4	cp	22	Somanassa’s Conduct
cp22:11.1	That wicked one told him	cp22	11	1	cp	22	Somanassa’s Conduct
cp22:11.2	how the prince deserved execution.	cp22	11	2	cp	22	Somanassa’s Conduct
cp22:11.3	When he heard these words,	cp22	11	3	cp	22	Somanassa’s Conduct
cp22:11.4	the Lord of the Earth commanded:	cp22	11	4	cp	22	Somanassa’s Conduct
cp22:12.1	‘Cut off his head right there!	cp22	12	1	cp	22	Somanassa’s Conduct
cp22:12.2	Saw his corpse into four pieces!	cp22	12	2	cp	22	Somanassa’s Conduct
cp22:12.3	And then show them from street to street:	cp22	12	3	cp	22	Somanassa’s Conduct
cp22:12.4	this is the fate of one who shames the ascetic.’	cp22	12	4	cp	22	Somanassa’s Conduct
cp22:13.1	Rightaway left the executioners—	cp22	13	1	cp	22	Somanassa’s Conduct
cp22:13.2	fierce, violent and pitiless.	cp22	13	2	cp	22	Somanassa’s Conduct
cp22:13.3	They dragged me from my mother’s lap	cp22	13	3	cp	22	Somanassa’s Conduct
cp22:13.4	and led me away.	cp22	13	4	cp	22	Somanassa’s Conduct
cp22:14.1	I said to them	cp22	14	1	cp	22	Somanassa’s Conduct
cp22:14.2	as they bound me with tight bonds:	cp22	14	2	cp	22	Somanassa’s Conduct
cp22:14.3	‘Present me to the king right now,	cp22	14	3	cp	22	Somanassa’s Conduct
cp22:14.4	I have an issue for the king!’	cp22	14	4	cp	22	Somanassa’s Conduct
cp22:15.1	They presented me to the king,	cp22	15	1	cp	22	Somanassa’s Conduct
cp22:15.2	follower of the wicked one and his wicked ways.	cp22	15	2	cp	22	Somanassa’s Conduct
cp22:15.3	On seeing me, I persuaded him	cp22	15	3	cp	22	Somanassa’s Conduct
cp22:15.4	and brought him under my influence.	cp22	15	4	cp	22	Somanassa’s Conduct
cp22:16.1	He asked for my forgiveness then,	cp22	16	1	cp	22	Somanassa’s Conduct
cp22:16.2	and offered me the kingdom.	cp22	16	2	cp	22	Somanassa’s Conduct
cp22:16.3	But having burst the darkness asunder,	cp22	16	3	cp	22	Somanassa’s Conduct
cp22:16.4	I went forth to homelessness.	cp22	16	4	cp	22	Somanassa’s Conduct
cp22:17.1	I did not dislike great kingship,	cp22	17	1	cp	22	Somanassa’s Conduct
cp22:17.2	nor did I dislike sensual enjoyment.	cp22	17	2	cp	22	Somanassa’s Conduct
cp22:17.3	But because omniscience is precious to me,	cp22	17	3	cp	22	Somanassa’s Conduct
cp22:17.4	that is why I renounced kingship.”	cp22	17	4	cp	22	Somanassa’s Conduct
cp23:1.1	“Then again when I was	cp23	1	1	cp	23	Ayoghara’s Conduct
cp23:1.2	the true-born son of the king of Kāsi,	cp23	1	2	cp	23	Ayoghara’s Conduct
cp23:1.3	I grew up in an iron house,	cp23	1	3	cp	23	Ayoghara’s Conduct
cp23:1.4	so I was named Ayoghara.	cp23	1	4	cp	23	Ayoghara’s Conduct
cp23:2.1	‘Your life has been a painful one,	cp23	2	1	cp	23	Ayoghara’s Conduct
cp23:2.2	as you’ve been raised in confinement.	cp23	2	2	cp	23	Ayoghara’s Conduct
cp23:2.3	Today, my son, rule	cp23	2	3	cp	23	Ayoghara’s Conduct
cp23:2.4	the entirety of this land.’	cp23	2	4	cp	23	Ayoghara’s Conduct
cp23:3.1	Having bowed to the citizens of country and town,	cp23	3	1	cp	23	Ayoghara’s Conduct
cp23:3.2	the king and his people,	cp23	3	2	cp	23	Ayoghara’s Conduct
cp23:3.3	I raised my joined palms	cp23	3	3	cp	23	Ayoghara’s Conduct
cp23:3.4	and said the following.	cp23	3	4	cp	23	Ayoghara’s Conduct
cp23:4.1	‘All the creatures of this earth—	cp23	4	1	cp	23	Ayoghara’s Conduct
cp23:4.2	low, middle, or high—	cp23	4	2	cp	23	Ayoghara’s Conduct
cp23:4.3	are unprotected in their own home,	cp23	4	3	cp	23	Ayoghara’s Conduct
cp23:4.4	in which they grew up with their families.	cp23	4	4	cp	23	Ayoghara’s Conduct
cp23:5.1	It was unique in the world	cp23	5	1	cp	23	Ayoghara’s Conduct
cp23:5.2	to be raised in confinement.	cp23	5	2	cp	23	Ayoghara’s Conduct
cp23:5.3	I grew up in an iron house,	cp23	5	3	cp	23	Ayoghara’s Conduct
cp23:5.4	scarcely lit by sun or moon.	cp23	5	4	cp	23	Ayoghara’s Conduct
cp23:6.1	Filled with rotting carcass,	cp23	6	1	cp	23	Ayoghara’s Conduct
cp23:6.2	I escaped my mother’s womb.	cp23	6	2	cp	23	Ayoghara’s Conduct
cp23:6.3	Then to a viler suffering	cp23	6	3	cp	23	Ayoghara’s Conduct
cp23:6.4	I was tossed in an iron house.	cp23	6	4	cp	23	Ayoghara’s Conduct
cp23:7.1	Having fallen into such	cp23	7	1	cp	23	Ayoghara’s Conduct
cp23:7.2	appallingly dreadful suffering,	cp23	7	2	cp	23	Ayoghara’s Conduct
cp23:7.3	if I desired kingships,	cp23	7	3	cp	23	Ayoghara’s Conduct
cp23:7.4	I’d be the worst of the worst.	cp23	7	4	cp	23	Ayoghara’s Conduct
cp23:8.1	I’m fed up with the body,	cp23	8	1	cp	23	Ayoghara’s Conduct
cp23:8.2	I have no need for kingship.	cp23	8	2	cp	23	Ayoghara’s Conduct
cp23:8.3	I shall seek extinguishment	cp23	8	3	cp	23	Ayoghara’s Conduct
cp23:8.4	where Death will not crush me.’	cp23	8	4	cp	23	Ayoghara’s Conduct
cp23:9.1	Reflecting in this way,	cp23	9	1	cp	23	Ayoghara’s Conduct
cp23:9.2	as the great crowd wailed,	cp23	9	2	cp	23	Ayoghara’s Conduct
cp23:9.3	like a bull elephant bursting his ropes,	cp23	9	3	cp	23	Ayoghara’s Conduct
cp23:9.4	I entered the forest grove.	cp23	9	4	cp	23	Ayoghara’s Conduct
cp23:10.1	I had no dislike of my parents,	cp23	10	1	cp	23	Ayoghara’s Conduct
cp23:10.2	nor did I dislike the great fame.	cp23	10	2	cp	23	Ayoghara’s Conduct
cp23:10.3	But because omniscience is precious to me,	cp23	10	3	cp	23	Ayoghara’s Conduct
cp23:10.4	that is why I renounced kingship.”	cp23	10	4	cp	23	Ayoghara’s Conduct
cp24:1.1	“Then again when I was	cp24	1	1	cp	24	The Conduct of the Lotus-eaters
cp24:1.2	in the capital citadel of Kāsi,	cp24	1	2	cp	24	The Conduct of the Lotus-eaters
cp24:1.3	a sister and seven brothers	cp24	1	3	cp	24	The Conduct of the Lotus-eaters
cp24:1.4	were born in a learned family.	cp24	1	4	cp	24	The Conduct of the Lotus-eaters
cp24:2.1	I was the first-born of them all,	cp24	2	1	cp	24	The Conduct of the Lotus-eaters
cp24:2.2	furnishing with pure conscience.	cp24	2	2	cp	24	The Conduct of the Lotus-eaters
cp24:2.3	Seeing rebirth as fearful,	cp24	2	3	cp	24	The Conduct of the Lotus-eaters
cp24:2.4	I longed for renunciation.	cp24	2	4	cp	24	The Conduct of the Lotus-eaters
cp24:3.1	Sent for by my mother and father,	cp24	3	1	cp	24	The Conduct of the Lotus-eaters
cp24:3.2	my friends with one mind	cp24	3	2	cp	24	The Conduct of the Lotus-eaters
cp24:3.3	invited me to enjoy sensual pleasures, saying:	cp24	3	3	cp	24	The Conduct of the Lotus-eaters
cp24:3.4	‘Maintain the family lineage.’	cp24	3	4	cp	24	The Conduct of the Lotus-eaters
cp24:4.1	The words they said	cp24	4	1	cp	24	The Conduct of the Lotus-eaters
cp24:4.2	about the ways a householder can find happiness,	cp24	4	2	cp	24	The Conduct of the Lotus-eaters
cp24:4.3	were hard for me to hear,	cp24	4	3	cp	24	The Conduct of the Lotus-eaters
cp24:4.4	like a heated ploughshare.	cp24	4	4	cp	24	The Conduct of the Lotus-eaters
cp24:5.1	When I rejected their proposal,	cp24	5	1	cp	24	The Conduct of the Lotus-eaters
cp24:5.2	they asked me what I wished for:	cp24	5	2	cp	24	The Conduct of the Lotus-eaters
cp24:5.3	‘My dear, what is it that you wish,	cp24	5	3	cp	24	The Conduct of the Lotus-eaters
cp24:5.4	since you do not long for sensual pleasures?”	cp24	5	4	cp	24	The Conduct of the Lotus-eaters
cp24:6.1	I spoke to my beneficiaries	cp24	6	1	cp	24	The Conduct of the Lotus-eaters
cp24:6.2	of the goal I desired.	cp24	6	2	cp	24	The Conduct of the Lotus-eaters
cp24:6.3	‘I wish not for the householder’s state,	cp24	6	3	cp	24	The Conduct of the Lotus-eaters
cp24:6.4	I long for renunciation.’	cp24	6	4	cp	24	The Conduct of the Lotus-eaters
cp24:7.1	Hearing my words,	cp24	7	1	cp	24	The Conduct of the Lotus-eaters
cp24:7.2	they told my mother and father .	cp24	7	2	cp	24	The Conduct of the Lotus-eaters
cp24:7.3	My parents said this:	cp24	7	3	cp	24	The Conduct of the Lotus-eaters
cp24:7.4	‘Sirs, let all of us go forth!’	cp24	7	4	cp	24	The Conduct of the Lotus-eaters
cp24:8.1	So both my mother and father,	cp24	8	1	cp	24	The Conduct of the Lotus-eaters
cp24:8.2	sister and seven brothers,	cp24	8	2	cp	24	The Conduct of the Lotus-eaters
cp24:8.3	discarding countless riches,	cp24	8	3	cp	24	The Conduct of the Lotus-eaters
cp24:8.4	entered the great forest.”	cp24	8	4	cp	24	The Conduct of the Lotus-eaters
cp25:1.1	“Then again when I was	cp25	1	1	cp	25	Soṇa the Astute’s Conduct
cp25:1.2	in the city of Brahmavaḍḍhana,	cp25	1	2	cp	25	Soṇa the Astute’s Conduct
cp25:1.3	I was reborn there	cp25	1	3	cp	25	Soṇa the Astute’s Conduct
cp25:1.4	in a fine, wealthy, and eminent family.	cp25	1	4	cp	25	Soṇa the Astute’s Conduct
cp25:2.1	Even so, I saw that the world	cp25	2	1	cp	25	Soṇa the Astute’s Conduct
cp25:2.2	had become blind, smothered in darkness.	cp25	2	2	cp	25	Soṇa the Astute’s Conduct
cp25:2.3	My mind recoiled from rebirth,	cp25	2	3	cp	25	Soṇa the Astute’s Conduct
cp25:2.4	as if harshly pricked by a goad.	cp25	2	4	cp	25	Soṇa the Astute’s Conduct
cp25:3.1	Seeing the many forms of wickedness,	cp25	3	1	cp	25	Soṇa the Astute’s Conduct
cp25:3.2	I though to myself:	cp25	3	2	cp	25	Soṇa the Astute’s Conduct
cp25:3.3	‘When shall I leave the house	cp25	3	3	cp	25	Soṇa the Astute’s Conduct
cp25:3.4	and enter the forest?’	cp25	3	4	cp	25	Soṇa the Astute’s Conduct
cp25:4.1	Then too my relatives invited me	cp25	4	1	cp	25	Soṇa the Astute’s Conduct
cp25:4.2	to enjoy the pleasures of the senses.	cp25	4	2	cp	25	Soṇa the Astute’s Conduct
cp25:4.3	I told them of my desire, saying,	cp25	4	3	cp	25	Soṇa the Astute’s Conduct
cp25:4.4	‘Do not invite me to such things!’	cp25	4	4	cp	25	Soṇa the Astute’s Conduct
cp25:5.1	My younger brother,	cp25	5	1	cp	25	Soṇa the Astute’s Conduct
cp25:5.2	who was named Nanda the astute,	cp25	5	2	cp	25	Soṇa the Astute’s Conduct
cp25:5.3	followed my ethical practices,	cp25	5	3	cp	25	Soṇa the Astute’s Conduct
cp25:5.4	and chose to go forth.	cp25	5	4	cp	25	Soṇa the Astute’s Conduct
cp25:6.1	I, Soṇa, and Nanda,	cp25	6	1	cp	25	Soṇa the Astute’s Conduct
cp25:6.2	and both my mother and father,	cp25	6	2	cp	25	Soṇa the Astute’s Conduct
cp25:6.3	then discarded our riches	cp25	6	3	cp	25	Soṇa the Astute’s Conduct
cp25:6.4	entered the great forest.”	cp25	6	4	cp	25	Soṇa the Astute’s Conduct
cp26:1.1	“Then again when I was	cp26	1	1	cp	26	Temiya’s Conduct
cp26:1.2	the true-born son of the king of Kāsi,	cp26	1	2	cp	26	Temiya’s Conduct
cp26:1.3	Mūgapakkha was my name,	cp26	1	3	cp	26	Temiya’s Conduct
cp26:1.4	they called me Temiya.	cp26	1	4	cp	26	Temiya’s Conduct
cp26:2.1	None of the sixteen thousand court women	cp26	2	1	cp	26	Temiya’s Conduct
cp26:2.2	had given birth to a male.	cp26	2	2	cp	26	Temiya’s Conduct
cp26:2.3	After many days and nights	cp26	2	3	cp	26	Temiya’s Conduct
cp26:2.4	I was born, the only one.	cp26	2	4	cp	26	Temiya’s Conduct
cp26:3.1	To my father I was a dear son born with difficulty,	cp26	3	1	cp	26	Temiya’s Conduct
cp26:3.2	a light-bringer of impeccable lineage.	cp26	3	2	cp	26	Temiya’s Conduct
cp26:3.3	Holding a white umbrella over my bed,	cp26	3	3	cp	26	Temiya’s Conduct
cp26:3.4	he brought me up.	cp26	3	4	cp	26	Temiya’s Conduct
cp26:4.1	Sleeping on the fine bed,	cp26	4	1	cp	26	Temiya’s Conduct
cp26:4.2	then having awoken,	cp26	4	2	cp	26	Temiya’s Conduct
cp26:4.3	I saw the pale umbrella,	cp26	4	3	cp	26	Temiya’s Conduct
cp26:4.4	by which I had gone to hell.	cp26	4	4	cp	26	Temiya’s Conduct
cp26:5.1	At the sight of the umbrella	cp26	5	1	cp	26	Temiya’s Conduct
cp26:5.2	a terrible dread arose in me.	cp26	5	2	cp	26	Temiya’s Conduct
cp26:5.3	I reached the decision,	cp26	5	3	cp	26	Temiya’s Conduct
cp26:5.4	‘How can I be free of this?’	cp26	5	4	cp	26	Temiya’s Conduct
cp26:6.1	A former blood-relation of mine,	cp26	6	1	cp	26	Temiya’s Conduct
cp26:6.2	a goddess wishing to help,	cp26	6	2	cp	26	Temiya’s Conduct
cp26:6.3	saw my suffering	cp26	6	3	cp	26	Temiya’s Conduct
cp26:6.4	and enjoined me to three states.	cp26	6	4	cp	26	Temiya’s Conduct
cp26:7.1	‘Don’t show intelligence,	cp26	7	1	cp	26	Temiya’s Conduct
cp26:7.2	be as a fool to all creatures,	cp26	7	2	cp	26	Temiya’s Conduct
cp26:7.3	let all folk scorn you,	cp26	7	3	cp	26	Temiya’s Conduct
cp26:7.4	thus you will achieve your goal.’	cp26	7	4	cp	26	Temiya’s Conduct
cp26:8.1	When she had spoken,	cp26	8	1	cp	26	Temiya’s Conduct
cp26:8.2	I said the following.	cp26	8	2	cp	26	Temiya’s Conduct
cp26:8.3	‘I shall do your bidding,	cp26	8	3	cp	26	Temiya’s Conduct
cp26:8.4	just as you say, goddess.	cp26	8	4	cp	26	Temiya’s Conduct
cp26:8.5	You wish to help me, mom,	cp26	8	5	cp	26	Temiya’s Conduct
cp26:8.6	you desire my welfare, goddess.’	cp26	8	6	cp	26	Temiya’s Conduct
cp26:9.1	After hearing her words,	cp26	9	1	cp	26	Temiya’s Conduct
cp26:9.2	I was like one lost a sea reaching the shore.	cp26	9	2	cp	26	Temiya’s Conduct
cp26:9.3	I was thrilled, my mind elated,	cp26	9	3	cp	26	Temiya’s Conduct
cp26:9.4	and I resolved on three factors.	cp26	9	4	cp	26	Temiya’s Conduct
cp26:10.1	I became deaf, and dumb,	cp26	10	1	cp	26	Temiya’s Conduct
cp26:10.2	and crippled, unable to walk.	cp26	10	2	cp	26	Temiya’s Conduct
cp26:10.3	Resolving on these factors,	cp26	10	3	cp	26	Temiya’s Conduct
cp26:10.4	I lived for sixteen years.	cp26	10	4	cp	26	Temiya’s Conduct
cp26:11.1	Then they rubbed my hands and feet,	cp26	11	1	cp	26	Temiya’s Conduct
cp26:11.2	my tongue and ears as well,	cp26	11	2	cp	26	Temiya’s Conduct
cp26:11.3	and seeing no defect in me,	cp26	11	3	cp	26	Temiya’s Conduct
cp26:11.4	denounced me as ‘black-ear’.	cp26	11	4	cp	26	Temiya’s Conduct
cp26:12.1	Due to that, the entire country,	cp26	12	1	cp	26	Temiya’s Conduct
cp26:12.2	including the generals and priests,	cp26	12	2	cp	26	Temiya’s Conduct
cp26:12.3	with one mind	cp26	12	3	cp	26	Temiya’s Conduct
cp26:12.4	cheered as I was tossed aside.	cp26	12	4	cp	26	Temiya’s Conduct
cp26:13.1	When I heard of their decision	cp26	13	1	cp	26	Temiya’s Conduct
cp26:13.2	I was thrilled, my mind elated,	cp26	13	2	cp	26	Temiya’s Conduct
cp26:13.3	‘The goal for which I lived fervently	cp26	13	3	cp	26	Temiya’s Conduct
cp26:13.4	I have achieved.’	cp26	13	4	cp	26	Temiya’s Conduct
cp26:14.1	Bathed and oiled,	cp26	14	1	cp	26	Temiya’s Conduct
cp26:14.2	with my turban wrapped,	cp26	14	2	cp	26	Temiya’s Conduct
cp26:14.3	anointed, they held the umbrella	cp26	14	3	cp	26	Temiya’s Conduct
cp26:14.4	as they paraded me around the city.	cp26	14	4	cp	26	Temiya’s Conduct
cp26:15.1	After the seventh day holding the umbrella,	cp26	15	1	cp	26	Temiya’s Conduct
cp26:15.2	when the sun’s orb had risen,	cp26	15	2	cp	26	Temiya’s Conduct
cp26:15.3	I was taken out by chariot,	cp26	15	3	cp	26	Temiya’s Conduct
cp26:15.4	until the charioteer came to a wood.	cp26	15	4	cp	26	Temiya’s Conduct
cp26:16.1	Leaving the chariot in the open,	cp26	16	1	cp	26	Temiya’s Conduct
cp26:16.2	the bridled horse released from his hand,	cp26	16	2	cp	26	Temiya’s Conduct
cp26:16.3	the charioteer dug a pit	cp26	16	3	cp	26	Temiya’s Conduct
cp26:16.4	to bury me in the ground.	cp26	16	4	cp	26	Temiya’s Conduct
cp26:17.1	I was afraid for the many different	cp26	17	1	cp	26	Temiya’s Conduct
cp26:17.2	resolves that I had undertaken,	cp26	17	2	cp	26	Temiya’s Conduct
cp26:17.3	so I did not break that resolve,	cp26	17	3	cp	26	Temiya’s Conduct
cp26:17.4	because it was solely for awakening.	cp26	17	4	cp	26	Temiya’s Conduct
cp26:18.1	I had no dislike of my parents,	cp26	18	1	cp	26	Temiya’s Conduct
cp26:18.2	nor did I dislike myself.	cp26	18	2	cp	26	Temiya’s Conduct
cp26:18.3	But because omniscience is precious to me,	cp26	18	3	cp	26	Temiya’s Conduct
cp26:18.4	that is why I resolved on my vow.	cp26	18	4	cp	26	Temiya’s Conduct
cp26:19.1	Having resolved the three factors,	cp26	19	1	cp	26	Temiya’s Conduct
cp26:19.2	I lived for sixteen years.	cp26	19	2	cp	26	Temiya’s Conduct
cp26:19.3	There is no-one to equal my resolve:	cp26	19	3	cp	26	Temiya’s Conduct
cp26:19.4	this is my perfection of resolve.”	cp26	19	4	cp	26	Temiya’s Conduct
cp27:1.1	“When I was a monkey	cp27	1	1	cp	27	The Monkey King’s Conduct
cp27:1.2	in a cleft on the riverbank,	cp27	1	2	cp	27	The Monkey King’s Conduct
cp27:1.3	harassed by a crocodile	cp27	1	3	cp	27	The Monkey King’s Conduct
cp27:1.4	I could not get across.	cp27	1	4	cp	27	The Monkey King’s Conduct
cp27:2.1	Where I used to land	cp27	2	1	cp	27	The Monkey King’s Conduct
cp27:2.2	when jumping from the near shore to the far,	cp27	2	2	cp	27	The Monkey King’s Conduct
cp27:2.3	there crouched my deadly foe,	cp27	2	3	cp	27	The Monkey King’s Conduct
cp27:2.4	the baleful crocodile.	cp27	2	4	cp	27	The Monkey King’s Conduct
cp27:3.1	Reassuring me, he said ‘Come!’	cp27	3	1	cp	27	The Monkey King’s Conduct
cp27:3.2	‘I am coming,’ I said to him.	cp27	3	2	cp	27	The Monkey King’s Conduct
cp27:3.3	Stepping on his head	cp27	3	3	cp	27	The Monkey King’s Conduct
cp27:3.4	I made it to the far bank.	cp27	3	4	cp	27	The Monkey King’s Conduct
cp27:4.1	I spoke no lie to him,	cp27	4	1	cp	27	The Monkey King’s Conduct
cp27:4.2	but acted according to my word.	cp27	4	2	cp	27	The Monkey King’s Conduct
cp27:4.3	There is no-one to equal my truthfulness:	cp27	4	3	cp	27	The Monkey King’s Conduct
cp27:4.4	this is my perfection of truth.”	cp27	4	4	cp	27	The Monkey King’s Conduct
cp28:1.1	“Then again when I was	cp28	1	1	cp	28	The Ascetic Truthful’s Conduct
cp28:1.2	an ascetic known as Truthful,	cp28	1	2	cp	28	The Ascetic Truthful’s Conduct
cp28:1.3	I protected the world with my truth,	cp28	1	3	cp	28	The Ascetic Truthful’s Conduct
cp28:1.4	uniting the people.”	cp28	1	4	cp	28	The Ascetic Truthful’s Conduct
cp29:1.1	“Then again when I was	cp29	1	1	cp	29	The Baby Quail’s Conduct
cp29:1.2	a baby quail in Magadha,	cp29	1	2	cp	29	The Baby Quail’s Conduct
cp29:1.3	I was young, with wings unsprouted,	cp29	1	3	cp	29	The Baby Quail’s Conduct
cp29:1.4	just a morsel in the nest.	cp29	1	4	cp	29	The Baby Quail’s Conduct
cp29:2.1	With food she brought in her beak	cp29	2	1	cp	29	The Baby Quail’s Conduct
cp29:2.2	my mother nurtured me.	cp29	2	2	cp	29	The Baby Quail’s Conduct
cp29:2.3	I survived through her touch,	cp29	2	3	cp	29	The Baby Quail’s Conduct
cp29:2.4	for I had no physical strength.	cp29	2	4	cp	29	The Baby Quail’s Conduct
cp29:3.1	One year, in the hot season,	cp29	3	1	cp	29	The Baby Quail’s Conduct
cp29:3.2	the forest caught fire.	cp29	3	2	cp	29	The Baby Quail’s Conduct
cp29:3.3	It came towards us,	cp29	3	3	cp	29	The Baby Quail’s Conduct
cp29:3.4	a conflagration with a blackened trail.	cp29	3	4	cp	29	The Baby Quail’s Conduct
cp29:4.1	The fire roared and rumbled	cp29	4	1	cp	29	The Baby Quail’s Conduct
cp29:4.2	with great crests of flame,	cp29	4	2	cp	29	The Baby Quail’s Conduct
cp29:4.3	gradually burning	cp29	4	3	cp	29	The Baby Quail’s Conduct
cp29:4.4	closer to me.	cp29	4	4	cp	29	The Baby Quail’s Conduct
cp29:5.1	Alarmed and terrified at the fierce fire,	cp29	5	1	cp	29	The Baby Quail’s Conduct
cp29:5.2	my mother and father	cp29	5	2	cp	29	The Baby Quail’s Conduct
cp29:5.3	abandoned me in the nest,	cp29	5	3	cp	29	The Baby Quail’s Conduct
cp29:5.4	saving themselves.	cp29	5	4	cp	29	The Baby Quail’s Conduct
cp29:6.1	I beat my feet and wings,	cp29	6	1	cp	29	The Baby Quail’s Conduct
cp29:6.2	but I had no physical strength.	cp29	6	2	cp	29	The Baby Quail’s Conduct
cp29:6.3	When unable to leave,	cp29	6	3	cp	29	The Baby Quail’s Conduct
cp29:6.4	I thought this there:	cp29	6	4	cp	29	The Baby Quail’s Conduct
cp29:7.1	‘Those to whom I ought to run,	cp29	7	1	cp	29	The Baby Quail’s Conduct
cp29:7.2	scared and trembling with fear,	cp29	7	2	cp	29	The Baby Quail’s Conduct
cp29:7.3	have escaped, leaving me behind.	cp29	7	3	cp	29	The Baby Quail’s Conduct
cp29:7.4	How should I act today?’	cp29	7	4	cp	29	The Baby Quail’s Conduct
cp29:8.1	There is the quality of virtue in the world,	cp29	8	1	cp	29	The Baby Quail’s Conduct
cp29:8.2	truth, purity, and mercy.	cp29	8	2	cp	29	The Baby Quail’s Conduct
cp29:8.3	By this truth I will make	cp29	8	3	cp	29	The Baby Quail’s Conduct
cp29:8.4	a supreme declaration of truth.	cp29	8	4	cp	29	The Baby Quail’s Conduct
