segment_id	segment_text	discourse	paragraph_id	sentence_id	nikaya	discourse_num	sutta_title
sn12.56:2.6	In the same way, there are things that are prone to being grasped. When you concentrate on the drawbacks of these things, your craving ceases.	sn12.56	2	6	sn	12.56	 A Great Tree (2nd) 
sn12.56:2.7	When craving ceases, grasping ceases. …	sn12.56	2	7	sn	12.56	 A Great Tree (2nd) 
sn12.56:2.8	That is how this entire mass of suffering ceases.”	sn12.56	2	8	sn	12.56	 A Great Tree (2nd) 
sn12.57:1.1	At Sāvatthī.	sn12.57	1	1	sn	12.57	 A Sapling 
sn12.57:1.2	“There are things that are prone to being fettered. When you concentrate on the gratification provided by these things, your craving grows.	sn12.57	1	2	sn	12.57	 A Sapling 
sn12.57:1.3	Craving is a condition for grasping. …	sn12.57	1	3	sn	12.57	 A Sapling 
sn12.57:1.4	That is how this entire mass of suffering originates.	sn12.57	1	4	sn	12.57	 A Sapling 
sn12.57:2.1	Suppose there was a sapling.	sn12.57	2	1	sn	12.57	 A Sapling 
sn12.57:2.2	And from time to time someone would clear around the roots, supply soil, and water it.	sn12.57	2	2	sn	12.57	 A Sapling 
sn12.57:2.3	Fueled and sustained in this way the sapling would grow, increase, and mature.	sn12.57	2	3	sn	12.57	 A Sapling 
sn12.57:2.4	In the same way, there are things that are prone to being fettered. When you concentrate on the gratification provided by these things, your craving grows.	sn12.57	2	4	sn	12.57	 A Sapling 
sn12.57:2.5	Craving is a condition for grasping. …	sn12.57	2	5	sn	12.57	 A Sapling 
sn12.57:2.6	That is how this entire mass of suffering originates.	sn12.57	2	6	sn	12.57	 A Sapling 
sn12.57:3.1	There are things that are prone to being fettered. When you concentrate on the drawbacks of these things, your craving ceases.	sn12.57	3	1	sn	12.57	 A Sapling 
sn12.57:3.2	When craving ceases, grasping ceases. …	sn12.57	3	2	sn	12.57	 A Sapling 
sn12.57:3.3	That is how this entire mass of suffering ceases.	sn12.57	3	3	sn	12.57	 A Sapling 
sn12.57:4.1	Suppose there was a sapling.	sn12.57	4	1	sn	12.57	 A Sapling 
sn12.57:4.2	Then a person comes along with a spade and basket. …	sn12.57	4	2	sn	12.57	 A Sapling 
sn12.57:4.3	They’d cut the sapling apart, cut up the parts, and chop it into little bits. They’d dry the bits in the wind and sun, burn them with fire, and reduce them to ashes. Then they’d winnow the ashes in a strong wind, or float them away down a swift stream.	sn12.57	4	3	sn	12.57	 A Sapling 
sn12.57:4.4	In this way the sapling is cut off at the root, made like a palm stump, obliterated, and unable to arise in the future.	sn12.57	4	4	sn	12.57	 A Sapling 
sn12.57:4.5	In the same way, there are things that are prone to being fettered. When you concentrate on the drawbacks of these things, your craving ceases.	sn12.57	4	5	sn	12.57	 A Sapling 
sn12.57:4.6	When craving ceases, grasping ceases. …	sn12.57	4	6	sn	12.57	 A Sapling 
sn12.57:4.7	That is how this entire mass of suffering ceases.”	sn12.57	4	7	sn	12.57	 A Sapling 
sn12.58:1.1	At Sāvatthī.	sn12.58	1	1	sn	12.58	 Name and Form 
sn12.58:1.2	“There are things that are prone to being fettered. When you concentrate on the gratification provided by these things, name and form are conceived.	sn12.58	1	2	sn	12.58	 Name and Form 
sn12.58:1.3	Name and form are conditions for the six sense fields. …	sn12.58	1	3	sn	12.58	 Name and Form 
sn12.58:1.4	That is how this entire mass of suffering originates.	sn12.58	1	4	sn	12.58	 Name and Form 
sn12.58:2.1	Suppose there was a great tree.	sn12.58	2	1	sn	12.58	 Name and Form 
sn12.58:2.2	And its roots going downwards and across all draw the sap upwards.	sn12.58	2	2	sn	12.58	 Name and Form 
sn12.58:2.3	Fueled and sustained by that, the great tree would stand for a long time.	sn12.58	2	3	sn	12.58	 Name and Form 
sn12.58:2.4	In the same way, there are things that are prone to being fettered. When you concentrate on the gratification provided by these things, name and form are conceived. …	sn12.58	2	4	sn	12.58	 Name and Form 
sn12.58:3.1	There are things that are prone to being fettered. When you concentrate on the drawbacks of these things, name and form are not conceived.	sn12.58	3	1	sn	12.58	 Name and Form 
sn12.58:3.2	When name and form cease, the six sense fields cease. …	sn12.58	3	2	sn	12.58	 Name and Form 
sn12.58:3.3	That is how this entire mass of suffering ceases.	sn12.58	3	3	sn	12.58	 Name and Form 
sn12.58:4.1	Suppose there was a great tree.	sn12.58	4	1	sn	12.58	 Name and Form 
sn12.58:4.2	Then a person comes along with a spade and basket. …	sn12.58	4	2	sn	12.58	 Name and Form 
sn12.58:4.3	In this way the great tree is cut off at the root, made like a palm stump, obliterated, and unable to arise in the future.	sn12.58	4	3	sn	12.58	 Name and Form 
sn12.58:4.4	In the same way, there are things that are prone to being fettered. When you concentrate on the drawbacks of these things, name and form are not conceived.	sn12.58	4	4	sn	12.58	 Name and Form 
sn12.58:4.5	When name and form cease, the six sense fields cease. …	sn12.58	4	5	sn	12.58	 Name and Form 
sn12.58:4.6	That is how this entire mass of suffering ceases.”	sn12.58	4	6	sn	12.58	 Name and Form 
sn12.59:1.1	At Sāvatthī.	sn12.59	1	1	sn	12.59	 Consciousness 
sn12.59:1.2	“There are things that are prone to being fettered. When you concentrate on the gratification provided by these things, consciousness is conceived.	sn12.59	1	2	sn	12.59	 Consciousness 
sn12.59:1.3	Consciousness is a condition for name and form. …	sn12.59	1	3	sn	12.59	 Consciousness 
sn12.59:1.4	That is how this entire mass of suffering originates.	sn12.59	1	4	sn	12.59	 Consciousness 
sn12.59:2.1	Suppose there was a great tree.	sn12.59	2	1	sn	12.59	 Consciousness 
sn12.59:2.2	And its roots going downwards and across all draw the sap upwards. …	sn12.59	2	2	sn	12.59	 Consciousness 
sn12.59:2.3	In the same way, there are things that are prone to being fettered. When you concentrate on the gratification provided by these things, consciousness is conceived. …	sn12.59	2	3	sn	12.59	 Consciousness 
sn12.59:3.1	There are things that are prone to being fettered. When you concentrate on the drawbacks of these things, consciousness is not conceived.	sn12.59	3	1	sn	12.59	 Consciousness 
sn12.59:3.2	When consciousness ceases, name and form cease. …	sn12.59	3	2	sn	12.59	 Consciousness 
sn12.59:3.3	That is how this entire mass of suffering ceases.	sn12.59	3	3	sn	12.59	 Consciousness 
sn12.59:4.1	Suppose there was a great tree.	sn12.59	4	1	sn	12.59	 Consciousness 
sn12.59:4.2	Then a person comes along with a spade and basket. …	sn12.59	4	2	sn	12.59	 Consciousness 
sn12.59:4.3	In this way the great tree is cut off at the root, made like a palm stump, obliterated, and unable to arise in the future.	sn12.59	4	3	sn	12.59	 Consciousness 
sn12.59:4.4	In the same way, there are things that are prone to being fettered. When you concentrate on the drawbacks of these things, consciousness is not conceived.	sn12.59	4	4	sn	12.59	 Consciousness 
sn12.59:4.5	When consciousness ceases, name and form cease. …	sn12.59	4	5	sn	12.59	 Consciousness 
sn12.59:4.6	That is how this entire mass of suffering ceases.”	sn12.59	4	6	sn	12.59	 Consciousness 
sn12.60:1.1	At one time the Buddha was staying in the land of the Kurus, near the Kuru town named Kammāsadamma.	sn12.60	1	1	sn	12.60	 Sources 
sn12.60:1.2	Then Venerable Ānanda went up to the Buddha, bowed, sat down to one side, and said to the Buddha:	sn12.60	1	2	sn	12.60	 Sources 
sn12.60:1.3	“It’s incredible, sir! It’s amazing,	sn12.60	1	3	sn	12.60	 Sources 
sn12.60:1.4	in that this dependent origination is deep and appears deep, yet to me it seems as plain as can be.”	sn12.60	1	4	sn	12.60	 Sources 
sn12.60:2.1	“Not so, Ānanda! Not so, Ānanda!	sn12.60	2	1	sn	12.60	 Sources 
sn12.60:2.2	This dependent origination is deep and appears deep.	sn12.60	2	2	sn	12.60	 Sources 
sn12.60:2.3	It is because of not understanding and not penetrating this teaching that this population has become tangled like string, knotted like a ball of thread, and matted like rushes and reeds, and it doesn’t escape the places of loss, the bad places, the underworld, transmigration.	sn12.60	2	3	sn	12.60	 Sources 
sn12.60:3.1	There are things that are prone to being grasped. When you concentrate on the gratification provided by these things, your craving grows.	sn12.60	3	1	sn	12.60	 Sources 
sn12.60:3.2	Craving is a condition for grasping.	sn12.60	3	2	sn	12.60	 Sources 
sn12.60:3.3	Grasping is a condition for continued existence.	sn12.60	3	3	sn	12.60	 Sources 
sn12.60:3.4	Continued existence is a condition for rebirth.	sn12.60	3	4	sn	12.60	 Sources 
sn12.60:3.5	Rebirth is a condition for old age and death, sorrow, lamentation, pain, sadness, and distress to come to be.	sn12.60	3	5	sn	12.60	 Sources 
sn12.60:3.6	That is how this entire mass of suffering originates.	sn12.60	3	6	sn	12.60	 Sources 
sn12.60:4.1	Suppose there was a great tree.	sn12.60	4	1	sn	12.60	 Sources 
sn12.60:4.2	And its roots going downwards and across all draw the sap upwards.	sn12.60	4	2	sn	12.60	 Sources 
sn12.60:4.3	Fueled and sustained by that, the great tree would stand for a long time.	sn12.60	4	3	sn	12.60	 Sources 
sn12.60:4.4	In the same way, there are things that are prone to being grasped. When you concentrate on the gratification provided by these things, your craving grows.	sn12.60	4	4	sn	12.60	 Sources 
sn12.60:4.5	Craving is a condition for grasping.	sn12.60	4	5	sn	12.60	 Sources 
sn12.60:4.6	Grasping is a condition for continued existence. …	sn12.60	4	6	sn	12.60	 Sources 
sn12.60:4.7	That is how this entire mass of suffering originates.	sn12.60	4	7	sn	12.60	 Sources 
sn12.60:5.1	There are things that are prone to being grasped. When you concentrate on the drawbacks of these things, your craving ceases.	sn12.60	5	1	sn	12.60	 Sources 
sn12.60:5.2	When craving ceases, grasping ceases.	sn12.60	5	2	sn	12.60	 Sources 
sn12.60:5.3	When grasping ceases, continued existence ceases. …	sn12.60	5	3	sn	12.60	 Sources 
sn12.60:5.4	That is how this entire mass of suffering ceases.	sn12.60	5	4	sn	12.60	 Sources 
sn12.60:6.1	Suppose there was a great tree.	sn12.60	6	1	sn	12.60	 Sources 
sn12.60:6.2	Then a person comes along with a spade and basket.	sn12.60	6	2	sn	12.60	 Sources 
sn12.60:6.3	They’d cut the tree down at the roots, dig them up, and pull them out, down to the fibers and stems.	sn12.60	6	3	sn	12.60	 Sources 
sn12.60:6.4	Then they’d split the tree apart, cut up the parts, and chop it into little bits. They’d dry the bits in the wind and sun, burn them with fire, and reduce them to ashes. Then they’d winnow the ashes in a strong wind, or float them away down a swift stream.	sn12.60	6	4	sn	12.60	 Sources 
sn12.60:6.7	In this way the great tree is cut off at the root, made like a palm stump, obliterated, and unable to arise in the future.	sn12.60	6	7	sn	12.60	 Sources 
sn12.60:6.8	In the same way, there are things that are prone to being grasped. When you concentrate on the drawbacks of these things, your craving ceases.	sn12.60	6	8	sn	12.60	 Sources 
sn12.60:6.9	When craving ceases, grasping ceases.	sn12.60	6	9	sn	12.60	 Sources 
sn12.60:6.10	When grasping ceases, continued existence ceases.	sn12.60	6	10	sn	12.60	 Sources 
sn12.60:6.11	When continued existence ceases, rebirth ceases.	sn12.60	6	11	sn	12.60	 Sources 
sn12.60:6.12	When rebirth ceases, old age and death, sorrow, lamentation, pain, sadness, and distress cease.	sn12.60	6	12	sn	12.60	 Sources 
sn12.60:6.13	That is how this entire mass of suffering ceases.”	sn12.60	6	13	sn	12.60	 Sources 
sn12.61:1.1	So I have heard.	sn12.61	1	1	sn	12.61	 Uneducated 
sn12.61:1.2	At one time the Buddha was staying near Sāvatthī in Jeta’s Grove, Anāthapiṇḍika’s monastery. …	sn12.61	1	2	sn	12.61	 Uneducated 
sn12.61:1.3	“Mendicants, when it comes to this body made up of the four primary elements, an uneducated ordinary person might become disillusioned, dispassionate, and freed.	sn12.61	1	3	sn	12.61	 Uneducated 
sn12.61:1.4	Why is that?	sn12.61	1	4	sn	12.61	 Uneducated 
sn12.61:1.5	This body made up of the four primary elements is seen to accumulate and disperse, to be taken up and laid to rest.	sn12.61	1	5	sn	12.61	 Uneducated 
sn12.61:1.6	That’s why, when it comes to this body, an uneducated ordinary person might become disillusioned, dispassionate, and freed.	sn12.61	1	6	sn	12.61	 Uneducated 
sn12.61:2.1	But when it comes to that which is called ‘mind’ or ‘sentience’ or ‘consciousness’, an uneducated ordinary person is unable to become disillusioned, dispassionate, or freed.	sn12.61	2	1	sn	12.61	 Uneducated 
sn12.61:2.2	Why is that?	sn12.61	2	2	sn	12.61	 Uneducated 
sn12.61:2.3	Because for a long time they’ve been attached to it, thought of it as their own, and mistaken it:	sn12.61	2	3	sn	12.61	 Uneducated 
sn12.61:2.4	‘This is mine, I am this, this is my self.’	sn12.61	2	4	sn	12.61	 Uneducated 
sn12.61:2.5	That’s why, when it comes to this mind, an uneducated ordinary person is unable to become disillusioned, dispassionate, and freed.	sn12.61	2	5	sn	12.61	 Uneducated 
sn12.61:3.1	But an uneducated ordinary person would be better off taking this body made up of the four primary elements to be their self, rather than the mind.	sn12.61	3	1	sn	12.61	 Uneducated 
sn12.61:3.2	Why is that?	sn12.61	3	2	sn	12.61	 Uneducated 
sn12.61:3.3	This body made up of the four primary elements is seen to last for a year, or for two, three, four, five, ten, twenty, thirty, forty, fifty, or a hundred years, or even longer.	sn12.61	3	3	sn	12.61	 Uneducated 
sn12.61:4.1	But that which is called ‘mind’ or ‘sentience’ or ‘consciousness’ arises as one thing and ceases as another all day and all night.	sn12.61	4	1	sn	12.61	 Uneducated 
sn12.61:4.2	It’s like a monkey moving through the forest. It grabs hold of one branch, lets it go, and grabs another; then it lets that go and grabs yet another.	sn12.61	4	2	sn	12.61	 Uneducated 
sn12.61:4.3	In the same way, that which is called ‘mind’ or ‘sentience’ or ‘consciousness’ arises as one thing and ceases as another all day and all night.	sn12.61	4	3	sn	12.61	 Uneducated 
sn12.61:5.1	In this case, a learned noble disciple carefully and properly attends to dependent origination itself:	sn12.61	5	1	sn	12.61	 Uneducated 
sn12.61:5.2	‘When this exists, that is; due to the arising of this, that arises.	sn12.61	5	2	sn	12.61	 Uneducated 
sn12.61:5.3	When this doesn’t exist, that is not; due to the cessation of this, that ceases. That is:	sn12.61	5	3	sn	12.61	 Uneducated 
sn12.61:5.4	Ignorance is a condition for choices.	sn12.61	5	4	sn	12.61	 Uneducated 
sn12.61:5.5	Choices are a condition for consciousness. …	sn12.61	5	5	sn	12.61	 Uneducated 
sn12.61:5.6	That is how this entire mass of suffering originates.	sn12.61	5	6	sn	12.61	 Uneducated 
sn12.61:5.7	When ignorance fades away and ceases with nothing left over, choices cease.	sn12.61	5	7	sn	12.61	 Uneducated 
sn12.61:5.8	When choices cease, consciousness ceases. …	sn12.61	5	8	sn	12.61	 Uneducated 
sn12.61:5.9	That is how this entire mass of suffering ceases.’	sn12.61	5	9	sn	12.61	 Uneducated 
sn12.61:6.1	Seeing this, a learned noble disciple grows disillusioned with form, feeling, perception, choices, and consciousness.	sn12.61	6	1	sn	12.61	 Uneducated 
sn12.61:6.2	Being disillusioned, desire fades away. When desire fades away they’re freed. When they’re freed, they know they’re freed.	sn12.61	6	2	sn	12.61	 Uneducated 
sn12.61:6.3	They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is no return to any state of existence.’”	sn12.61	6	3	sn	12.61	 Uneducated 
sn12.62:1.1	At Sāvatthī.	sn12.62	1	1	sn	12.62	 Uneducated (2nd) 
sn12.62:1.2	“Mendicants, when it comes to this body made up of the four primary elements, an uneducated ordinary person might become disillusioned, dispassionate, and freed.	sn12.62	1	2	sn	12.62	 Uneducated (2nd) 
sn12.62:1.3	Why is that?	sn12.62	1	3	sn	12.62	 Uneducated (2nd) 
sn12.62:1.4	This body made up of the four primary elements is seen to accumulate and disperse, to be taken up and laid to rest.	sn12.62	1	4	sn	12.62	 Uneducated (2nd) 
sn12.62:1.5	That’s why, when it comes to this body, an uneducated ordinary person might become disillusioned, dispassionate, and freed.	sn12.62	1	5	sn	12.62	 Uneducated (2nd) 
sn12.62:1.6	But when it comes to that which is called ‘mind’ or ‘sentience’ or ‘consciousness’, an uneducated ordinary person is unable to become disillusioned, dispassionate, or freed.	sn12.62	1	6	sn	12.62	 Uneducated (2nd) 
sn12.62:1.7	Why is that?	sn12.62	1	7	sn	12.62	 Uneducated (2nd) 
sn12.62:1.8	Because for a long time they’ve been attached to it, thought of it as their own, and mistaken it:	sn12.62	1	8	sn	12.62	 Uneducated (2nd) 
sn12.62:1.9	‘This is mine, I am this, this is my self.’	sn12.62	1	9	sn	12.62	 Uneducated (2nd) 
sn12.62:1.10	That’s why, when it comes to this mind, an uneducated ordinary person is unable to become disillusioned, dispassionate, and freed.	sn12.62	1	10	sn	12.62	 Uneducated (2nd) 
sn12.62:2.1	But an uneducated ordinary person would be better off taking this body made up of the four primary elements to be their self, rather than the mind.	sn12.62	2	1	sn	12.62	 Uneducated (2nd) 
sn12.62:2.2	Why is that?	sn12.62	2	2	sn	12.62	 Uneducated (2nd) 
sn12.62:2.3	This body made up of the four primary elements is seen to last for a year, or for two, three, four, five, ten, twenty, thirty, forty, fifty, or a hundred years, or even longer.	sn12.62	2	3	sn	12.62	 Uneducated (2nd) 
sn12.62:2.4	But that which is called ‘mind’ or ‘sentience’ or ‘consciousness’ arises as one thing and ceases as another all day and all night.	sn12.62	2	4	sn	12.62	 Uneducated (2nd) 
sn12.62:3.1	In this case, a learned noble disciple carefully and properly attends to dependent origination itself:	sn12.62	3	1	sn	12.62	 Uneducated (2nd) 
sn12.62:3.2	‘When this exists, that is; due to the arising of this, that arises.	sn12.62	3	2	sn	12.62	 Uneducated (2nd) 
sn12.62:3.3	When this doesn’t exist, that is not; due to the cessation of this, that ceases. That is:	sn12.62	3	3	sn	12.62	 Uneducated (2nd) 
sn12.62:3.4	Pleasant feeling arises dependent on a contact to be experienced as pleasant.	sn12.62	3	4	sn	12.62	 Uneducated (2nd) 
sn12.62:3.5	With the cessation of that contact to be experienced as pleasant, the corresponding pleasant feeling ceases and stops.	sn12.62	3	5	sn	12.62	 Uneducated (2nd) 
sn12.62:3.6	Painful feeling arises dependent on a contact to be experienced as painful.	sn12.62	3	6	sn	12.62	 Uneducated (2nd) 
sn12.62:3.7	With the cessation of that contact to be experienced as painful, the corresponding painful feeling ceases and stops.	sn12.62	3	7	sn	12.62	 Uneducated (2nd) 
sn12.62:3.8	Neutral feeling arises dependent on a contact to be experienced as neutral.	sn12.62	3	8	sn	12.62	 Uneducated (2nd) 
sn12.62:3.9	With the cessation of that contact to be experienced as neutral, the corresponding neutral feeling ceases and stops.	sn12.62	3	9	sn	12.62	 Uneducated (2nd) 
sn12.62:4.1	When you rub two sticks together, heat is generated and fire is produced. But when you part the sticks and lay them aside, any corresponding heat ceases and stops.	sn12.62	4	1	sn	12.62	 Uneducated (2nd) 
sn12.62:4.2	In the same way, pleasant feeling arises dependent on a contact to be experienced as pleasant.	sn12.62	4	2	sn	12.62	 Uneducated (2nd) 
sn12.62:4.3	With the cessation of that contact to be experienced as pleasant, the corresponding pleasant feeling ceases and stops.	sn12.62	4	3	sn	12.62	 Uneducated (2nd) 
sn12.62:4.4	Painful feeling …	sn12.62	4	4	sn	12.62	 Uneducated (2nd) 
sn12.62:4.5	Neutral feeling arises dependent on a contact to be experienced as neutral.	sn12.62	4	5	sn	12.62	 Uneducated (2nd) 
sn12.62:4.6	With the cessation of that contact to be experienced as neutral, the corresponding neutral feeling ceases and stops.	sn12.62	4	6	sn	12.62	 Uneducated (2nd) 
sn12.62:5.1	Seeing this, a learned noble disciple grows disillusioned with form, feeling, perception, choices, and consciousness.	sn12.62	5	1	sn	12.62	 Uneducated (2nd) 
sn12.62:5.2	Being disillusioned, desire fades away. When desire fades away they’re freed. When they’re freed, they know they’re freed.	sn12.62	5	2	sn	12.62	 Uneducated (2nd) 
sn12.62:5.3	They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is no return to any state of existence.’”	sn12.62	5	3	sn	12.62	 Uneducated (2nd) 
sn12.63:1.1	At Sāvatthī.	sn12.63	1	1	sn	12.63	 A Child’s Flesh 
sn12.63:1.2	“Mendicants, there are these four fuels. They maintain sentient beings that have been born and help those that are about to be born.	sn12.63	1	2	sn	12.63	 A Child’s Flesh 
sn12.63:1.3	What four?	sn12.63	1	3	sn	12.63	 A Child’s Flesh 
sn12.63:1.4	Solid food, whether coarse or fine; contact is the second, mental intention the third, and consciousness the fourth.	sn12.63	1	4	sn	12.63	 A Child’s Flesh 
sn12.63:1.5	These are the four fuels that maintain sentient beings that have been born and help those that are about to be born.	sn12.63	1	5	sn	12.63	 A Child’s Flesh 
sn12.63:2.1	And how should you regard solid food?	sn12.63	2	1	sn	12.63	 A Child’s Flesh 
sn12.63:2.2	Suppose a couple who were husband and wife set out to cross a desert, taking limited supplies.	sn12.63	2	2	sn	12.63	 A Child’s Flesh 
sn12.63:2.3	They had an only child, dear and beloved.	sn12.63	2	3	sn	12.63	 A Child’s Flesh 
sn12.63:2.4	As the couple were crossing the desert their limited quantity of supplies would run out,	sn12.63	2	4	sn	12.63	 A Child’s Flesh 
sn12.63:2.5	and they’d still have the rest of the desert to cross.	sn12.63	2	5	sn	12.63	 A Child’s Flesh 
sn12.63:2.6	Then it would occur to that couple:	sn12.63	2	6	sn	12.63	 A Child’s Flesh 
sn12.63:2.7	‘Our limited quantity of supplies has run out,	sn12.63	2	7	sn	12.63	 A Child’s Flesh 
sn12.63:2.8	and we still have the rest of the desert to cross.	sn12.63	2	8	sn	12.63	 A Child’s Flesh 
sn12.63:2.9	Why don’t we kill our only child, so dear and beloved, and prepare dried and spiced meat? Then we can make it across the desert by eating our child’s flesh. Let not all three perish.’	sn12.63	2	9	sn	12.63	 A Child’s Flesh 
sn12.63:2.10	Then that couple would kill their only child, so dear and beloved, and prepare dried and spiced meat. They’d make it across the desert by eating their child’s flesh.	sn12.63	2	10	sn	12.63	 A Child’s Flesh 
sn12.63:2.11	And as they’d eat their child’s flesh, they’d beat their breasts and cry:	sn12.63	2	11	sn	12.63	 A Child’s Flesh 
sn12.63:2.12	‘Where are you, our only child? Where are you, our only child?’	sn12.63	2	12	sn	12.63	 A Child’s Flesh 
sn12.63:3.1	What do you think, mendicants?	sn12.63	3	1	sn	12.63	 A Child’s Flesh 
sn12.63:3.2	Would they eat that food for fun, indulgence, adornment, or decoration?”	sn12.63	3	2	sn	12.63	 A Child’s Flesh 
sn12.63:3.3	“No, sir.”	sn12.63	3	3	sn	12.63	 A Child’s Flesh 
sn12.63:3.4	“Wouldn’t they eat that food just so they could make it across the desert?”	sn12.63	3	4	sn	12.63	 A Child’s Flesh 
sn12.63:3.5	“Yes, sir.”	sn12.63	3	5	sn	12.63	 A Child’s Flesh 
sn12.63:3.6	“I say that this is how you should regard solid food.	sn12.63	3	6	sn	12.63	 A Child’s Flesh 
sn12.63:3.7	When solid food is completely understood, desire for the five kinds of sensual stimulation is completely understood.	sn12.63	3	7	sn	12.63	 A Child’s Flesh 
sn12.63:3.8	When desire for the five kinds of sensual stimulation is completely understood, a noble disciple is bound by no fetter that might return them again to this world.	sn12.63	3	8	sn	12.63	 A Child’s Flesh 
sn12.63:4.1	And how should you regard contact as fuel?	sn12.63	4	1	sn	12.63	 A Child’s Flesh 
sn12.63:4.2	Suppose there was a flayed cow. If she stands by a wall, the creatures on the wall bite her.	sn12.63	4	2	sn	12.63	 A Child’s Flesh 
sn12.63:4.3	If she stands under a tree, the creatures in the tree bite her.	sn12.63	4	3	sn	12.63	 A Child’s Flesh 
sn12.63:4.4	If she stands in some water, the creatures in the water bite her.	sn12.63	4	4	sn	12.63	 A Child’s Flesh 
sn12.63:4.5	If she stands in the open, the creatures in the open bite her.	sn12.63	4	5	sn	12.63	 A Child’s Flesh 
sn12.63:4.6	Wherever that flayed cow stands, the creatures there would bite her.	sn12.63	4	6	sn	12.63	 A Child’s Flesh 
sn12.63:4.7	I say that this is how you should regard contact as fuel.	sn12.63	4	7	sn	12.63	 A Child’s Flesh 
sn12.63:4.8	When contact as fuel is completely understood, the three feelings are completely understood.	sn12.63	4	8	sn	12.63	 A Child’s Flesh 
sn12.63:4.9	When the three feelings are completely understood, a noble disciple has nothing further to do, I say.	sn12.63	4	9	sn	12.63	 A Child’s Flesh 
sn12.63:5.1	And how should you regard mental intention as fuel?	sn12.63	5	1	sn	12.63	 A Child’s Flesh 
sn12.63:5.2	Suppose there was a pit of glowing coals deeper than a man’s height, filled with glowing coals that neither flamed nor smoked.	sn12.63	5	2	sn	12.63	 A Child’s Flesh 
sn12.63:5.3	Then a person would come along who wants to live and doesn’t want to die, who wants to be happy and recoils from pain.	sn12.63	5	3	sn	12.63	 A Child’s Flesh 
sn12.63:5.4	Then two strong men would grab them by the arms and drag them towards the pit of glowing coals.	sn12.63	5	4	sn	12.63	 A Child’s Flesh 
sn12.63:5.5	Then that person’s intention, aim, and wish would be to get far away.	sn12.63	5	5	sn	12.63	 A Child’s Flesh 
sn12.63:5.6	Why is that?	sn12.63	5	6	sn	12.63	 A Child’s Flesh 
sn12.63:5.7	Because that person would think:	sn12.63	5	7	sn	12.63	 A Child’s Flesh 
sn12.63:5.8	‘If I fall in that pit of glowing coals, that will result in my death or deadly pain.’	sn12.63	5	8	sn	12.63	 A Child’s Flesh 
sn12.63:5.9	I say that this is how you should regard mental intention as fuel.	sn12.63	5	9	sn	12.63	 A Child’s Flesh 
sn12.63:5.10	When mental intention as fuel is completely understood, the three cravings are completely understood.	sn12.63	5	10	sn	12.63	 A Child’s Flesh 
sn12.63:5.11	When the three cravings are completely understood, a noble disciple has nothing further to do, I say.	sn12.63	5	11	sn	12.63	 A Child’s Flesh 
sn12.63:6.1	And how should you regard consciousness as fuel?	sn12.63	6	1	sn	12.63	 A Child’s Flesh 
sn12.63:6.2	Suppose they were to arrest a bandit, a criminal and present him to the king, saying:	sn12.63	6	2	sn	12.63	 A Child’s Flesh 
sn12.63:6.3	‘Your Majesty, this is a bandit, a criminal. Punish him as you will.’	sn12.63	6	3	sn	12.63	 A Child’s Flesh 
sn12.63:6.4	The king would say:	sn12.63	6	4	sn	12.63	 A Child’s Flesh 
sn12.63:6.5	‘Go, my men, and strike this man in the morning with a hundred spears!’	sn12.63	6	5	sn	12.63	 A Child’s Flesh 
sn12.63:6.6	The king’s men did as they were told.	sn12.63	6	6	sn	12.63	 A Child’s Flesh 
sn12.63:6.7	Then at midday the king would say:	sn12.63	6	7	sn	12.63	 A Child’s Flesh 
sn12.63:6.8	‘My men, how is that man?’	sn12.63	6	8	sn	12.63	 A Child’s Flesh 
sn12.63:6.9	‘He’s still alive, Your Majesty.’	sn12.63	6	9	sn	12.63	 A Child’s Flesh 
sn12.63:6.10	The king would say:	sn12.63	6	10	sn	12.63	 A Child’s Flesh 
sn12.63:6.11	‘Go, my men, and strike this man in the middle of the day with a hundred spears!’	sn12.63	6	11	sn	12.63	 A Child’s Flesh 
sn12.63:6.12	The king’s men did as they were told.	sn12.63	6	12	sn	12.63	 A Child’s Flesh 
sn12.63:6.13	Then late in the afternoon the king would say:	sn12.63	6	13	sn	12.63	 A Child’s Flesh 
sn12.63:6.14	‘My men, how is that man?’	sn12.63	6	14	sn	12.63	 A Child’s Flesh 
sn12.63:6.15	‘He’s still alive, Your Majesty.’	sn12.63	6	15	sn	12.63	 A Child’s Flesh 
sn12.63:6.16	The king would say:	sn12.63	6	16	sn	12.63	 A Child’s Flesh 
sn12.63:6.17	‘Go, my men, and strike this man in the late afternoon with a hundred spears!’	sn12.63	6	17	sn	12.63	 A Child’s Flesh 
sn12.63:6.18	The king’s men did as they were told.	sn12.63	6	18	sn	12.63	 A Child’s Flesh 
sn12.63:6.19	What do you think, mendicants?	sn12.63	6	19	sn	12.63	 A Child’s Flesh 
sn12.63:6.20	Would that man experience pain and distress from being struck with three hundred spears a day?”	sn12.63	6	20	sn	12.63	 A Child’s Flesh 
sn12.63:6.21	“Sir, that man would experience pain and distress from being struck with one spear,	sn12.63	6	21	sn	12.63	 A Child’s Flesh 
sn12.63:6.22	let alone three hundred spears!”	sn12.63	6	22	sn	12.63	 A Child’s Flesh 
