word	id	name	desc	word_trans	pts_ref	seg_id
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	SN.i.227	SN.i.227
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	SN.i.225	SN.i.225
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	DN.ii.259	DN.ii.259
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	DN.ii.269	DN.ii.269
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	DN.ii.269	DN.ii.269
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	DN.ii.259	DN.ii.259
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	DN.iii.7	DN.iii.7
asura	Asura	Asura	<dd><p>In Pali Literature the Asuras are classed among the inferior deities together with the <i>supaṇṇas</i>, <i>gandhabbas</i>, <i>yakkhas</i>, <i>garuḍas</i> and <i>nāgas</i>. Rebirth as an Asura is considered as one of the four unhappy rebirths or evil states (<i>apāya</i>), the others being hell, animal, and ghost realms. <span class='ref'>It.93</span></p><p>The fight between the Devas and the Asuras is mentioned even in the oldest books of the Tipitaka and is described in identical words in several passages. <span class='ref'>DN.ii.285</span> <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> <span class='ref'>SN.v.447</span> <span class='ref'>MN.i.253</span> <span class='ref'>DN.ii.2851</span> <span class='ref'>DN.ii.2853</span></p><p>A chief or king of the Asuras is often referred to as Asurinda, several Asuras being credited with the role of leader, most commonly, however, Vepacitti <span class='ref'>SN.i.222</span> <span class='ref'>SN.iv.201<em>ff.</em></span> and Rāhu. <span class='ref'>AN.ii.17</span> <span class='ref'>AN.ii.53</span> <span class='ref'>AN.iii.243</span> Besides these we find Pahārāda, <span class='ref'>AN.iv.197</span> <span class='ref'>AN.iv.200</span> Sambara, <span class='ref'>SN.i.227</span> Verocana, <span class='ref'>SN.i.225</span> Bali, <span class='ref'>DN.ii.259</span> Sucitti, <span class='ref'>DN.ii.269</span> and Namucī. <span class='ref'>DN.ii.269</span></p><p>There were evidently several classes of Asuras, and two are mentioned in the Pitakas, the Kālakañjakas and the Dānaveghasas. The Dānaveghasas carried bows in their hands. The Kālakañjakas were of fearsome shape, <span class='ref'>DN.ii.259</span> and were considered the lowest among the Asuras. <span class='ref'>DN.iii.7</span></p><p>A story is told by the Buddha <span class='ref'>SN.v.446</span> of a man who once saw a whole army with its four divisions enter a lotus stalk and the man thought he was mad. But the Buddha says that it was an Asura army in flight. Here the Asuras would seem to be fairies or nature spirits.</p></dd>	asura	SN.v.446	SN.v.446
asurindakabhāradvāja	Asurindakabhāradvāja	Asurindakabhāradvāja	<dd><p>A brahmin, one of three brothers who had conversations with the Buddha and were converted. <span class='ref'>SN.i.163<em>f.</em></span></p></dd>	asurindakabharadvaja	SN.i.163<em>f.</em>	SN.i.163
asoka	Asoka	Asoka	<dd><p>A monk of Ñātikā. Once when the Buddha was staying at Ñātikā in the Giñjakāvasatha, Ānanda mentions to the Buddha that Asoka Thera had died, and asks where he had gone. The Buddha tells him that Asoka was an arahant and had realised Nibbana. <span class='ref'>SN.i.358</span></p></dd>	asoka	SN.i.358	SN.i.358
asokā	Asokā	Asokā	<dd><p>A nun of Ñātikā. When Ānanda announces her death to the Buddha at Ñātikā in the Giñjakāvasatha, and inquires where she had been born, the Buddha says that she had been reborn spontaneously in the Suddhāvāsā, there to pass away, destined never to return. <span class='ref'>SN.v.358</span></p></dd>	asoka	SN.v.358	SN.v.358
assajipunabbasukā	Assajipunabbasukā	Assajipunabbasukā	<dd><p>The followers of Assaji and Punabbasu. They lived in Kīṭāgiri, between Sāvatthī and Ālavi, and were guilty of various evil practices. They used to grow flowers, make wreaths and garlands, and send them to girls and women of respectable families and also to slave girls, to lie with such women, and disregard the precepts regarding the eating of food at the wrong time, using perfumes, visiting shows, singing and playing games of various sorts. Their abandoned ways of life won popularity for them, and virtuous monks, who did not belong to their group, were not welcomed by the people of the neighbourhood.</p><p>The Buddha heard of their nefarious doings from a monk who had been sojourning in the district, and having convened a meeting of the Saṅgha, sent Sāriputta and Moggallāna, together with a number of other monks, (for the recalcitrant were passionate and violent), to carry out the <i>Pabbājanīyakamma</i> (Act of Banishment) against them. The deputation of the Saṅgha went to Kīṭāgiri and made an order that the Assaji-Punabbasukā should no longer dwell there, but the latter, instead of obeying the injunction, abused the monks, accusing them of partiality, and not only departed from Kīṭāgiri, but also left the Order. When the matter was reported to the Buddha he had the Pabbājanīyakamma revoked. <span class='ref'>Vin.ii.9–13</span> <span class='ref'>Vin.ii.14</span> <span class='ref'>Vin.ii.15</span></p><p>The Assaji-Punabbasukas seem to have had a special dislike for Sāriputta and Moggallāna. Once the Buddha, on his way somewhere from Sāvatthī, accompanied by Sāriputta, Moggallāna and five hundred others, sent word to the Assaji-Punabbasukas to prepare sleeping places for them. They sent answer that the Buddha was very welcome, but not Sāriputta and Moggallāna, because “they were men of sinful desires and influenced by such desires.”. <span class='ref'>Vin.ii.171</span></p><p>But elsewhere <span class='ref'>MN.i.473<em>ff.</em></span> even the Buddha is represented as having been lightly regarded by them. When it was reported to them that the Buddha lived on only one meal a day and found that it made him well and healthy, their reply was that they themselves ate in the evening and the early morning and at noon and outside prescribed hours, and that they found this quite agreeable and saw no reason for changing their mode of life. It is true, however, that even on this occasion when the Buddha sent for them, they came dutifully and listened patiently to his admonition on the necessity of implicit obedience to a teacher in whom they had faith, and we are told that they were “even gladdened in their hearts” after hearing the Buddha. There is, however, no evidence that they reformed after hearing him.</p></dd>	assajipunabbasuka	Vin.ii.9–13	Vin.ii.9
assajipunabbasukā	Assajipunabbasukā	Assajipunabbasukā	<dd><p>The followers of Assaji and Punabbasu. They lived in Kīṭāgiri, between Sāvatthī and Ālavi, and were guilty of various evil practices. They used to grow flowers, make wreaths and garlands, and send them to girls and women of respectable families and also to slave girls, to lie with such women, and disregard the precepts regarding the eating of food at the wrong time, using perfumes, visiting shows, singing and playing games of various sorts. Their abandoned ways of life won popularity for them, and virtuous monks, who did not belong to their group, were not welcomed by the people of the neighbourhood.</p><p>The Buddha heard of their nefarious doings from a monk who had been sojourning in the district, and having convened a meeting of the Saṅgha, sent Sāriputta and Moggallāna, together with a number of other monks, (for the recalcitrant were passionate and violent), to carry out the <i>Pabbājanīyakamma</i> (Act of Banishment) against them. The deputation of the Saṅgha went to Kīṭāgiri and made an order that the Assaji-Punabbasukā should no longer dwell there, but the latter, instead of obeying the injunction, abused the monks, accusing them of partiality, and not only departed from Kīṭāgiri, but also left the Order. When the matter was reported to the Buddha he had the Pabbājanīyakamma revoked. <span class='ref'>Vin.ii.9–13</span> <span class='ref'>Vin.ii.14</span> <span class='ref'>Vin.ii.15</span></p><p>The Assaji-Punabbasukas seem to have had a special dislike for Sāriputta and Moggallāna. Once the Buddha, on his way somewhere from Sāvatthī, accompanied by Sāriputta, Moggallāna and five hundred others, sent word to the Assaji-Punabbasukas to prepare sleeping places for them. They sent answer that the Buddha was very welcome, but not Sāriputta and Moggallāna, because “they were men of sinful desires and influenced by such desires.”. <span class='ref'>Vin.ii.171</span></p><p>But elsewhere <span class='ref'>MN.i.473<em>ff.</em></span> even the Buddha is represented as having been lightly regarded by them. When it was reported to them that the Buddha lived on only one meal a day and found that it made him well and healthy, their reply was that they themselves ate in the evening and the early morning and at noon and outside prescribed hours, and that they found this quite agreeable and saw no reason for changing their mode of life. It is true, however, that even on this occasion when the Buddha sent for them, they came dutifully and listened patiently to his admonition on the necessity of implicit obedience to a teacher in whom they had faith, and we are told that they were “even gladdened in their hearts” after hearing the Buddha. There is, however, no evidence that they reformed after hearing him.</p></dd>	assajipunabbasuka	Vin.ii.14	Vin.ii.14
assajipunabbasukā	Assajipunabbasukā	Assajipunabbasukā	<dd><p>The followers of Assaji and Punabbasu. They lived in Kīṭāgiri, between Sāvatthī and Ālavi, and were guilty of various evil practices. They used to grow flowers, make wreaths and garlands, and send them to girls and women of respectable families and also to slave girls, to lie with such women, and disregard the precepts regarding the eating of food at the wrong time, using perfumes, visiting shows, singing and playing games of various sorts. Their abandoned ways of life won popularity for them, and virtuous monks, who did not belong to their group, were not welcomed by the people of the neighbourhood.</p><p>The Buddha heard of their nefarious doings from a monk who had been sojourning in the district, and having convened a meeting of the Saṅgha, sent Sāriputta and Moggallāna, together with a number of other monks, (for the recalcitrant were passionate and violent), to carry out the <i>Pabbājanīyakamma</i> (Act of Banishment) against them. The deputation of the Saṅgha went to Kīṭāgiri and made an order that the Assaji-Punabbasukā should no longer dwell there, but the latter, instead of obeying the injunction, abused the monks, accusing them of partiality, and not only departed from Kīṭāgiri, but also left the Order. When the matter was reported to the Buddha he had the Pabbājanīyakamma revoked. <span class='ref'>Vin.ii.9–13</span> <span class='ref'>Vin.ii.14</span> <span class='ref'>Vin.ii.15</span></p><p>The Assaji-Punabbasukas seem to have had a special dislike for Sāriputta and Moggallāna. Once the Buddha, on his way somewhere from Sāvatthī, accompanied by Sāriputta, Moggallāna and five hundred others, sent word to the Assaji-Punabbasukas to prepare sleeping places for them. They sent answer that the Buddha was very welcome, but not Sāriputta and Moggallāna, because “they were men of sinful desires and influenced by such desires.”. <span class='ref'>Vin.ii.171</span></p><p>But elsewhere <span class='ref'>MN.i.473<em>ff.</em></span> even the Buddha is represented as having been lightly regarded by them. When it was reported to them that the Buddha lived on only one meal a day and found that it made him well and healthy, their reply was that they themselves ate in the evening and the early morning and at noon and outside prescribed hours, and that they found this quite agreeable and saw no reason for changing their mode of life. It is true, however, that even on this occasion when the Buddha sent for them, they came dutifully and listened patiently to his admonition on the necessity of implicit obedience to a teacher in whom they had faith, and we are told that they were “even gladdened in their hearts” after hearing the Buddha. There is, however, no evidence that they reformed after hearing him.</p></dd>	assajipunabbasuka	Vin.ii.15	Vin.ii.15
assajipunabbasukā	Assajipunabbasukā	Assajipunabbasukā	<dd><p>The followers of Assaji and Punabbasu. They lived in Kīṭāgiri, between Sāvatthī and Ālavi, and were guilty of various evil practices. They used to grow flowers, make wreaths and garlands, and send them to girls and women of respectable families and also to slave girls, to lie with such women, and disregard the precepts regarding the eating of food at the wrong time, using perfumes, visiting shows, singing and playing games of various sorts. Their abandoned ways of life won popularity for them, and virtuous monks, who did not belong to their group, were not welcomed by the people of the neighbourhood.</p><p>The Buddha heard of their nefarious doings from a monk who had been sojourning in the district, and having convened a meeting of the Saṅgha, sent Sāriputta and Moggallāna, together with a number of other monks, (for the recalcitrant were passionate and violent), to carry out the <i>Pabbājanīyakamma</i> (Act of Banishment) against them. The deputation of the Saṅgha went to Kīṭāgiri and made an order that the Assaji-Punabbasukā should no longer dwell there, but the latter, instead of obeying the injunction, abused the monks, accusing them of partiality, and not only departed from Kīṭāgiri, but also left the Order. When the matter was reported to the Buddha he had the Pabbājanīyakamma revoked. <span class='ref'>Vin.ii.9–13</span> <span class='ref'>Vin.ii.14</span> <span class='ref'>Vin.ii.15</span></p><p>The Assaji-Punabbasukas seem to have had a special dislike for Sāriputta and Moggallāna. Once the Buddha, on his way somewhere from Sāvatthī, accompanied by Sāriputta, Moggallāna and five hundred others, sent word to the Assaji-Punabbasukas to prepare sleeping places for them. They sent answer that the Buddha was very welcome, but not Sāriputta and Moggallāna, because “they were men of sinful desires and influenced by such desires.”. <span class='ref'>Vin.ii.171</span></p><p>But elsewhere <span class='ref'>MN.i.473<em>ff.</em></span> even the Buddha is represented as having been lightly regarded by them. When it was reported to them that the Buddha lived on only one meal a day and found that it made him well and healthy, their reply was that they themselves ate in the evening and the early morning and at noon and outside prescribed hours, and that they found this quite agreeable and saw no reason for changing their mode of life. It is true, however, that even on this occasion when the Buddha sent for them, they came dutifully and listened patiently to his admonition on the necessity of implicit obedience to a teacher in whom they had faith, and we are told that they were “even gladdened in their hearts” after hearing the Buddha. There is, however, no evidence that they reformed after hearing him.</p></dd>	assajipunabbasuka	Vin.ii.171	Vin.ii.171
assajipunabbasukā	Assajipunabbasukā	Assajipunabbasukā	<dd><p>The followers of Assaji and Punabbasu. They lived in Kīṭāgiri, between Sāvatthī and Ālavi, and were guilty of various evil practices. They used to grow flowers, make wreaths and garlands, and send them to girls and women of respectable families and also to slave girls, to lie with such women, and disregard the precepts regarding the eating of food at the wrong time, using perfumes, visiting shows, singing and playing games of various sorts. Their abandoned ways of life won popularity for them, and virtuous monks, who did not belong to their group, were not welcomed by the people of the neighbourhood.</p><p>The Buddha heard of their nefarious doings from a monk who had been sojourning in the district, and having convened a meeting of the Saṅgha, sent Sāriputta and Moggallāna, together with a number of other monks, (for the recalcitrant were passionate and violent), to carry out the <i>Pabbājanīyakamma</i> (Act of Banishment) against them. The deputation of the Saṅgha went to Kīṭāgiri and made an order that the Assaji-Punabbasukā should no longer dwell there, but the latter, instead of obeying the injunction, abused the monks, accusing them of partiality, and not only departed from Kīṭāgiri, but also left the Order. When the matter was reported to the Buddha he had the Pabbājanīyakamma revoked. <span class='ref'>Vin.ii.9–13</span> <span class='ref'>Vin.ii.14</span> <span class='ref'>Vin.ii.15</span></p><p>The Assaji-Punabbasukas seem to have had a special dislike for Sāriputta and Moggallāna. Once the Buddha, on his way somewhere from Sāvatthī, accompanied by Sāriputta, Moggallāna and five hundred others, sent word to the Assaji-Punabbasukas to prepare sleeping places for them. They sent answer that the Buddha was very welcome, but not Sāriputta and Moggallāna, because “they were men of sinful desires and influenced by such desires.”. <span class='ref'>Vin.ii.171</span></p><p>But elsewhere <span class='ref'>MN.i.473<em>ff.</em></span> even the Buddha is represented as having been lightly regarded by them. When it was reported to them that the Buddha lived on only one meal a day and found that it made him well and healthy, their reply was that they themselves ate in the evening and the early morning and at noon and outside prescribed hours, and that they found this quite agreeable and saw no reason for changing their mode of life. It is true, however, that even on this occasion when the Buddha sent for them, they came dutifully and listened patiently to his admonition on the necessity of implicit obedience to a teacher in whom they had faith, and we are told that they were “even gladdened in their hearts” after hearing the Buddha. There is, however, no evidence that they reformed after hearing him.</p></dd>	assajipunabbasuka	MN.i.473<em>ff.</em>	MN.i.473
